Timestamp,What country do you work in?,Where is the closest major city or hub?,Biotech sub industry?,Company or Institution Name,Company Details - public/private/start-up/ subsidiary of ,Company Detail - Approximate Company Size,Role / Title of current position,Highest achieved Formal Education,List other relevant and recognized certifications,[Optional] Briefly describe your position,Years of Experience,Compensation - Annual Base Salary/Pay,Compensation - Overtime Pay,Compensation - Annual Target Bonus ($),Compensation - Annual Equity,Compensation - Sign on Bonus Value,Compensation - Stock Options,Compensation - Retirement Benefits (free text),Compensation - Healthcare Benefits (free text),Compensation - Most recent annual yearly raise (%),[OPTIONAL] Sign on - Relocation Assistance Total Value,[Optional] Company Review
3/29/2023 10:46,United States ,Salt Lake City ,Medical Devices,ELITechGroup,Private,200-1000,Technical Support Lead,Bachelors or Equivalent,None,Clinical chemistry technical support.,5,72040,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0,None,5% 401k match vested after 5 years,"3600 ded/6000 max OOP, 80/20 coins with BCBS. $12/paycheck HSA. No premium for individuals on high deductible plan",4%,0,"1/5. Very poor culture, rapid turnover. Bloated and underqualified senior management. General employee dissatisfaction. Was told I am ""overpaid for my age"" when asking for a raise. HR is essentially non-existent "
7/25/2023 19:31,United States ,Washington DC ,Medical Devices,Prefer not to say,Subsidiary,5000+,Director of Regulatory Affairs ,PhD or Equivalent,None,"Director of RA, manage and lead regulatory strategies for in vitro diagnostic devices ",11,208000,N/A (no overtime/salaried),18%,Not Applicable/None,0,,,,4%,,
10/18/2023 12:45,United States ,Bay area,Medical Devices,Prefer not to say,Private,1000-5000,Process Development Engineer II,Masters or Equivalent,None,,4,112000,N/A (no overtime/salaried),8%,Not Applicable/None,,,100% for first 3% 50% for next 2%,,4%,,
12/18/2023 13:02,US,Research Triangle,Medical Devices,Prefer not to say,Start-up,1000-5000,Lab Assistant (Accessioner),Masters or Equivalent,Teaching Certificate,Lab Assistant (Plasma Isolation. Majority is data accessioning of samples),2,60385,1.5,Not Applicable/None,1000,,,"401k match, first 3k",,4.1,,
3/29/2023 7:15,United States,Research Triangle ,Medical Devices,Neogenomics,Public,1000-5000,Molecular Technologist III ,Bachelors or Equivalent,None,Clinical Lab Operations with some expectations for assisting middle management and training/interviewinf,4,86200,1.5x base,4300,Not Applicable/None,0,None ,"100% 401k match on first 3%, 50% on next 2%, option for trade or Roth 401k","HDHP or PPO options, Cigna, employer does $6500 annual, cost to me is $75 biweekly (me +spouse)",4.50%,,"Originally hired through acquired startup, comp is significantly higher than equivalents throughout company due to grandfathered startup policies, and working nonstandard hours/days. Otherwise, it's a complete mess of opaque policies/haphazard reactionary plans, and a lot of feel-good talking points that go nowhere. Senior/executive leadership seems to be a revolving door, and certain sites are favored/access more resources."
3/29/2023 9:42,United States,Seattle,Medical Devices,Prefer not to say,Private,1000-5000,Bioinformatics Manager,PhD or Equivalent,None,,12,195000,N/A (no overtime/salaried),29000,20000,,,401k with 50% match to 4.5k,Standard medical benefits,3,,
5/6/2023 0:13,United States,Salt lake city,Medical Devices,Prefer not to say,Subsidiary,200-1000,Research Associate 1,Bachelors or Equivalent,None,,0,52000,1.5,Not Applicable/None,Not Applicable/None,,Discount and matching,401k match,,Have not been long enough to have an annual yearly raise,,
7/12/2023 4:34,United States,Los Angeles,Medical Devices,Johnson&Johnson ,Public,5000+,Marketing Manager,Masters or Equivalent,None,,3,130000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,55000,,,,Have not been long enough to have an annual yearly raise,,
8/27/2023 22:21,United States,New York City,Medical Devices,Prefer not to say,Private,50-200,VP,Bachelors or Equivalent,None,Oversee all of Quality and Regulatory,12,310000,N/A (no overtime/salaried),65000,Decline to state,,,,,Have not been long enough to have an annual yearly raise,,
9/3/2023 2:52,United States,Bay Area ,Medical Devices,Prefer not to say,Private,1-50,Clinical Testing Personnel / R&D assistant ,Bachelors or Equivalent,None,"Originally COVID-19 testing personnel (acting as CLS under EUA). Without EUA, currently functioning as basically a clinical lab assistant or in some states something like a MLT; also as a biotech employee we kind of do everything we’re legally allowed to do including some lab supervisor/QA type of roles that’s just need to be filled. Mostly SOP writing/reviewing and patient sample running + developing new assays with RnD.",3,87000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0,,401k ,Pretty comprehensive benefits; it is a company focused on healthcare accessibility so the do a good job at providing many types of plans that vary in coverage but are all relatively low cost.,"Company is struggling, raised have been postponed (supposedly to be back paid when profits are higher)",,"This is a biotech start up that REALLY wants to be something bigger. Overall the ideas, mission, and sentiments are all in the right place but it feels like executives are somewhat mismanaging the execution of new plans/products. A LOT of amazing “above and beyond” employed have been let go, only to have their responsibilities be dumped on those who are left/new hires that have ZERO experience and end up not actually doing their job. People I work with directly are AMAZING and genuinely friends, but I really have zero loyalty or motivation at this point beyond not leaving these specific individuals to flounder in even more work."
10/28/2023 12:21,United States,Bay Area,Medical Devices,Prefer not to say,Public,5000+,Senior Manager,Bachelors or Equivalent,None,,24,200000,N/A (no overtime/salaried),30000,25000,,,,700 month ,3%,,
11/21/2023 22:44,United States,Bay Area,Medical Devices,Prefer not to say,Public,5000+,Sr. Director Operations,Bachelors or Equivalent,None,Factory leader,15,275000,N/A (no overtime/salaried),96000,270000,,,,"FSA, HSA, insurance",7,,
12/5/2023 2:52,United States,New York,Medical Devices,Prefer not to say,Start-up,1-50,Associate Scientist,Masters or Equivalent,None,,0,88000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,Company/Institution does not have annual yearly raise,,
12/14/2023 20:10,United States,Research Triangle,Medical Devices,Illumina,Public,5000+,Field Service Engineer,Bachelors or Equivalent,None,"Install, PM, IQ/OQ, troubleshoot and repair instrument",0,74000,N/A (no overtime/salaried),3700,20000,10000,,401k 3% match,,6%,,Great besides the current year's leadership issue.
12/15/2023 4:51,United States,Bay Area,Medical Devices,Prefer not to say,Public,5000+,QA,Bachelors or Equivalent,None,software qa of machines,0,85000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
12/23/2023 9:22,United States,Boston,Medical Devices,Prefer not to say,Subsidiary,1000-5000,Associate Medical Director ,M.D./PharmD/D.D.S. or Equivalent,None,,5,300000,N/A (no overtime/salaried),70000,150000,40000,,5%,Full options,5%,,Great 
3/29/2023 1:14,United States ,Washington DC,Medical Devices,Senseonics ,Public,50-200,Sr Scientist ,PhD or Equivalent,None,,4,127500,N/A (no overtime/salaried),"$12,750 ",Not Applicable/None,,RSU and Options ,401k match up to 4%,PPO ,4.50%,,V positive 
3/29/2023 12:24,United States ,Portland Oregon ,Medical Devices,Prefer not to say,Start-up,1-50,Staff Scientist ,PhD or Equivalent,None,,0,60000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,Full health insurance pid by company ,Company/Institution does not have annual yearly raise,,
3/29/2023 15:19,United States ,San Diego ,Medical Devices,QuidelOrtho,Public,1000-5000,Development Associate 3,Bachelors or Equivalent,None,Basically senior research associate. Next level up would be associate scientist. Work on multiplex molecular diagnostics device in assay development ,3,81000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,7000,15% discount on stock,401k Match 50% of up to 6% (Aka highest match will be 3% of salary),High deductible HSA account. Company offsets by giving 750$ a year towards hsa,3%,,Larger biotech company pretty similar to most in regards to employee experience. Very group depend culture 
6/22/2023 0:29,United States ,LA,Medical Devices,Prefer not to say,Public,200-1000,Electrical engineer,Bachelors or Equivalent,None,,5,124000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0,0,401k 4% match,Hsa match $1000,Company/Institution does not have annual yearly raise,0,9/10. This year more like 1/10
8/21/2023 22:42,United States,Research Triangle,Non-profit,Prefer not to say,Private,1000-5000,Bioinformatic Scientist,PhD or Equivalent,None,Computational Biology/Bioinformatics. Genomic analyses,0,108000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,8% contribution vested over 5 years ,~100,Have not been long enough to have an annual yearly raise,,
6/8/2023 22:55,United States,San Diego,Oncology ,Prefer not to say,Private,1-50,Laboratory Manager,Bachelors or Equivalent,None,Purchasing/EHS/Facilities/Lab operations,6,115000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0,,4% 401k match ,,Have not been long enough to have an annual yearly raise,,
10/27/2023 9:12,Canada,Toronto,Pharma and biotech,Deep Genomics,Start-up,50-200,Senior Research Scientist,PhD or Equivalent,None,,8,146000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0,40000,None Availabe,Standard Canadian health benefits,10-15%,3000,
3/29/2023 19:58,US,Los Angeles,Pharma CDMO,Iqvia,Public,5000+,Sr Scientist,Masters or Equivalent,None,,15,105000,N/A (no overtime/salaried),"10,000",Not Applicable/None,0,NA,"401k match, health, dental vision",,2.5,,
11/7/2023 23:51,America,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1000-5000,Manufacturing Supervisor,Bachelors or Equivalent,None,,5,130000,N/A (no overtime/salaried),15000,20000,,,,,3,,
10/27/2023 7:35,Austria,Vienna,Pharmaceutical (including “big pharma”),Prefer not to say,Private,5000+,Principal Scientist I,PhD or Equivalent,None,,10,80000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,3000,,,,9%,,
3/29/2023 22:30,Canada,Toronto,Pharmaceutical (including “big pharma”),Prefer not to say,Subsidiary,200-1000,Scientist 1,PhD or Equivalent,None,,1,115000,1.5x base,13800,22800,,,,,4%,,
3/30/2023 10:54,Canada,Toronto,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Scientist,PhD or Equivalent,None,Protein engineer,5,100000,N/A (no overtime/salaried),10000,Not Applicable/None,,1% of company stock at time of signing contract,none,,5,,
4/2/2023 18:48,Canada,Toronto,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Global Study Manager,Bachelors or Equivalent,None,,5,115000,N/A (no overtime/salaried),15000,Not Applicable/None,,,,,5,,
4/12/2023 7:25,Canada,Montreal,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,Senior Scientist,Masters or Equivalent,None,Analytical method qualification and development,10,85000,N/A (no overtime/salaried),8500,Not Applicable/None,0,None,Pension,,2.50%,,
9/12/2023 0:45,Canada,Vancouver,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Research Associate,Masters or Equivalent,None,,1,83000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0,0,0,None,6,,
10/6/2023 19:34,Canada,Montreal,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Scientist,PhD or Equivalent,None,,1,75000,N/A (no overtime/salaried),5-10% of Base salary,Not Applicable/None,1000,,3% base salary match,,3-4%,,
10/25/2023 21:08,Canada,Toronto,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Manager,PhD or Equivalent,None,Manages a department of ~10 FTE,9,104000,1.5X (but not eligible as manager),8300,Not Applicable/None,0,0,None,Basic extended health insurance and life insurance ,9,0,
11/21/2023 0:51,Canada,Toronto,Pharmaceutical (including “big pharma”),Janssen Inc.,Public,5000+,Regulatory Affairs Intern,Bachelors or Equivalent,None,,0,50000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
9/18/2023 11:42,China,Shanghai,Pharmaceutical (including “big pharma”),Eli Lilly,Private,5000+,Statistician,PhD or Equivalent,None,,0,338000,N/A (no overtime/salaried),1.2 of base,Not Applicable/None,,4000 usd of stock every 3 years,,Family plan. Extra insurance.,4%,,
11/2/2023 1:48,China,Shanghai/Chengdu,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Director Bioinformatics,PhD or Equivalent,None,,8,75000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,Company/Institution does not have annual yearly raise,,"The Chinese government offers a lot of talent attraction and retention subsidies for people with PhDs: Housing ($120 per month for a new furnished 2-bed apartment), personal bonuses/grants that can >match my yearly salary (so, my salary was doubled due to this), free public transportation, free access to public amenities (e.g. museums and parks), etc."
3/29/2023 6:32,Germany,Hamburg,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,Qualifikation manager,Masters or Equivalent,None,,2,62000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,4,,
3/29/2023 16:03,Germany,Hamburg,Pharmaceutical (including “big pharma”),Evotec,Public,1000-5000,Scientist,PhD or Equivalent,None,,3,71000,N/A (no overtime/salaried),3000,Not Applicable/None,,,,,"3,9",,
3/29/2023 19:50,Germany,Cologne,Pharmaceutical (including “big pharma”),Miltenyi Biotec,Private,1000-5000,Clinical trial Assistant ,Masters or Equivalent,None,Fresher with no previous full time jobs ,0,50000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,Public health ,Have not been long enough to have an annual yearly raise,2800,
10/28/2023 10:49,Germany ,N/A,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Sr Associate Scientist ,Masters or Equivalent,None,PhD student ,3,40000,N/A (no overtime/salaried),13,Not Applicable/None,,,,,Company/Institution does not have annual yearly raise,,
10/29/2023 5:52,Greece,Thessaloniki,Pharmaceutical (including “big pharma”),"Pfizer, CDI",Private,5000+,HPC engineer,Associate’s Degree or Equivalent,None,"Manager, Scientific Computing and HPC. Working as HPC engineer managing supercomputing clusters on premise and cloud.",14,43225,N/A (no overtime/salaried),5187,Not Applicable/None,,,3% pension plan,Private health family insurance,6%,,"Good work/life balance, not competitive salary, very difficult to grow."
10/27/2023 8:51,Hungary,Szeged,Pharmaceutical (including “big pharma”),Pharmacoidea Ltd.,Private,1-50,Scientist,PhD or Equivalent,None,,8,18300,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0,,,,Company/Institution does not have annual yearly raise,,
11/27/2023 17:26,Ireland ,Dublin ,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Sr Associate ,Masters or Equivalent,None,Process Development/Process Validation,2,53000,Time in Lieu,4000,Not Applicable/None,4000,,9% employer contributions ,Full healthcare- €190 monthly payment ,Have not been long enough to have an annual yearly raise,,
