Timestamp,What country do you work in?,Where is the closest major city or hub?,Where are you located?,Biotech sub industry?,Company or Institution Name,Company Details - public/private/start-up/ subsidiary of ,Company Detail - Approximate Company Size,Role / Title of current position,What degrees do you have? ,List other relevant and recognized certifications,[Optional] Briefly describe your position,Years of Experience,Compensation - Annual Base Salary/Pay,Compensation - Overtime Pay,Compensation - Annual Target Bonus ($),Compensation - Annual Equity/Stock Option,Compensation - Most recent annual yearly raise (%),Compensation - Sign on Bonus Value,Compensation - Sign on Stock/Equity Options,Compensation - Retirement Benefits (free text),Compensation - Retirement Percent Match (free text),Compensation - Healthcare Benefits (free text),[OPTIONAL] Sign on - Relocation Assistance Total Value,[Optional] Company Review,"[Optional] Work Life Balance - On average, how many hours do you work per week",Survey Feedback
2/8/2024 11:35:04,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Director,PhD or Equivalent,None,"Computational Chemistry, ML/AI",6,265000,N/A (no overtime/salaried),58300,100700,3.5,260000,0,6% automatic + upto 4% match for 401k,,,,,46 - 50,
2/8/2024 14:32:05,,,West Coast (California & Pacific Northwest),Animal Health,Prefer not to say,Start-up,1-50,Data Scientist,Masters or Equivalent,None,,1,135000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,-,,,3000,,30 - 35,
2/9/2024 11:44:34,,,"Carolinas & Southeast (From NC to AR, South FL and LA)",Plant construction,Prefer not to say,Private,5000+,Life Science Estimating Manager,Bachelors or Equivalent,None,I develop funding estimates for different pharmaceutical manufacturing facilities. ,10,202000,1x base,Not Applicable/None,Not Applicable/None,5%,10000,N/a,401k match,,"Cheap insurance, $30 a pay check for a family of 5",,,41 - 45,
2/9/2024 16:11:31,,,West Coast (California & Pacific Northwest),Biotech Equipment,Prefer not to say,Start-up,1-50,Sr Systems Engineer,Bachelors or Equivalent,None,Software and Hardware Engineering,12,160000,N/A (no overtime/salaried),Not Applicable/None,25000,10%,,,no match,,,,,36 - 40,"Survey needs to focus on location, role, and base compensation; it does a bad job at those three so any of the additional info collected is pretty meaningless."
2/10/2024 14:43:54,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Public,200-1000,Senior Research Associate,Bachelors or Equivalent,None,Sr. Research Associate - Formulation and characterization of LNP for platform research,5,89900,N/A (no overtime/salaried),6743,"$4,500",3.80%,0,1200 shares of stock options,50% of first 6% contributed to 401k.,,"BCBS PPO - $250 deductible In network, 0% coinsurance, employer covers 87.5% of premium costs
BCBS HDHP- $2000 deductible, employer contributes $1500 to HSA.
BCBS Dental- ~$4/month
VSP Vision - completely paid for by employer
Total health benefit costs - ~$100/month",,"I really enjoyed working at this company. Unfortunately, I was laid off in January, but I had great coworkers, a great manager that cared about my well-being and career growth, a great company mission, and fantastic benefits. I would give away the company if I'm specific about PTO, but it was one of the best I've ever seen offered by a company.",36 - 40,
2/10/2024 22:56:16,,,West Coast (California & Pacific Northwest),Medical/Health Devices,Abbott,Public,5000+,Chemist III,Bachelors or Equivalent,None,Manufacturing chemist of assays to detect substances of abuse. Oversees 2 other chemists.,7,79000,N/A (no overtime/salaried),15%,Not Applicable/None,3%,,,401K match up to 4%,,,,"The site that I worked for was fairly young and overall had a casual ""small business"" feel",41 - 45,
2/11/2024 19:51:17,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Alnylam Pharmaceuticals,Public,1000-5000,Scientist I,PhD or Equivalent,None,,1,140000,N/A (no overtime/salaried),15%,10%,3%,30000,30000,5%,,,,,Less than 30,
2/12/2024 11:57:51,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Investigator,PhD or Equivalent,None,"Preclinical biology, ranging from new target identification to design and execution of IND-enabling biology studies; Investigator level more involved in strategic discussions and leading biology efforts",6,135000,N/A (no overtime/salaried),16200,Not Applicable/None,"can't recall exactly, but 2023 CoL adjustment was uncharacteristically high (>3%)",,,7% 401K company contribution + 4% 401K company match,,"Excellent medical, dental, and vision benefits.",,"Incredible people, but company systems and processes are difficult to navigate and ever-changing, making it difficult to complete tasks and push projects forward without having to side-step all the red tape.",46 - 50,
2/12/2024 18:15:12,,,West Coast (California & Pacific Northwest),Regulatory Affairs,Prefer not to say,Public,1000-5000,Senior Manager Medical Writing,Bachelors or Equivalent,None,medical writing supporting clinical and regulatory submission documents ,17,181000,N/A (no overtime/salaried),"50,000","80,000",4,0,n/a,6% match,,,,,41 - 45,
2/12/2024 23:01:49,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Vertex,Public,1000-5000,Scientist,PhD or Equivalent,None,Scientist I - Biology,3,120000,N/A (no overtime/salaried),14440,40000/year,Have not been long enough to have an annual yearly raise,,RSU,4% 401k match,,,,,51 - 60,
2/13/2024 1:09:19,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,1-50,"Senior Research Associate, Strain Engineering",Bachelors or Equivalent,None,"Senior Research Associate, Strain Engineering - ",7,113000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,401k company contributes 4% (I don't have to match),,"Cigna HMO/HDHP, Kaiser PPO, Cigna Dental, HSA/FSA offered, commuter pre-tax contribution",,,41 - 45,
2/13/2024 1:10:21,,,Canada,Big Pharmaceuticals,GSK,Public,5000+,Medical science liaison ,PhD or Equivalent,None,,2,120000,N/A (no overtime/salaried),15000,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,Rrsp and pension match ,,,,,,
2/13/2024 14:00:31,,,United Kingdom and Ireland,Academia/Research/Institution,Prefer not to say,Public,200-1000,"Associate Director, Clinical Pharmacology ",Bachelors or Equivalent,None,"Associate Dir of Clinical Pharmacology,  Clin Pharm lead for all development projects ",7,86300,N/A (no overtime/salaried),10000,50000,5,,,Matched pension up to 5%,,Benefit in kind private healthcare,8000,,36 - 40,
2/13/2024 19:24:31,,,Canada,Big Pharmaceuticals,Prefer not to say,Public,5000+,lead,Masters or Equivalent,None,,4,116500,N/A (no overtime/salaried),23000,11000,4,,,7.50%,,,,,Less than 30,
2/13/2024 19:30:43,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Public,1000-5000,Bioinformatician,PhD or Equivalent,None,Senior Scientist,10,145000,N/A (no overtime/salaried),15000,100000,Have not been long enough to have an annual yearly raise,,RSU,401K match 6%,,Healthcare benefits,,,46 - 50,
2/13/2024 19:40:23,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Start-up,1000-5000,Quality Control Analyst,Bachelors or Equivalent,None,"Sample management - store, ship and retrieve samples from storage for testing",3,83200,1x,Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,N/A (Contract position),,"American Worker Insurance (0$ Deductible), FSA ($1500) (~200/paycheck)",,,36 - 40,
2/13/2024 21:23:40,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Public,50-200,Toxicology Study Manager,"Bachelors or Equivalent, Masters or Equivalent",None,,7,115000,N/A (no overtime/salaried),10%,0 at this time,4%,10000,3200,401k match 8%,,Full coverage,,,36 - 40,
2/13/2024 22:56:40,,,"Pharma Central (NY, NJ, PA)",Industrial Biotech,Prefer not to say,Public,200-1000,Senior Manager,Masters or Equivalent,None,Outsourcing Clinical Operations,17,169000,N/A (no overtime/salaried),25350,12000,4.5,20000,Mix of RSUs and stop options,401k match 6%,,"BCBS PPO 5k for 2024 for self +1, 4k deductible 100% reimbursed, FSA",,,36 - 40,
2/14/2024 15:48:02,,,"DC Metro Area (DC, VA, MD, DE)",Big Pharmaceuticals,Prefer not to say,Public,1000-5000,Director ,Bachelors or Equivalent,None,Policy/gov’t relations ,15,230000,N/A (no overtime/salaried),80500,165000,6.5,325000,60/40 options/RSUs ,6% 401k match,,HDHP premium ~$40/pay period ,N/a,,41 - 45,
2/14/2024 16:40:08,,,Canada,Big Pharmaceuticals,Gilead,Public,5000+,Associate Scientist,Masters or Equivalent,None,,10,103000,1.5x,15000,Not Applicable/None,7,0,0,401K match 6%,,,,,41 - 45,
2/14/2024 17:23:54,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Director,PhD or Equivalent,None,,7,212000,N/A (no overtime/salaried),37000,37000,3.5,49000,0,11% 401k match,,Full insurance packages,80000,,Less than 30,
2/14/2024 20:27:32,,,West Coast (California & Pacific Northwest),Medical/Health Devices,Prefer not to say,Private,200-1000,Clinical Research Associate ,"High School or Equivalent, Associate’s Degree or Equivalent, Bachelors or Equivalent, Masters or Equivalent",None,,3,90000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,401k match at 5%,,,,,30 - 35,
2/15/2024 16:43:18,,,West Coast (California & Pacific Northwest),Biotech Equipment,Prefer not to say,Private,1000-5000,application scientist,PhD or Equivalent,None,application scientist - technical support for biotech company. answering scientists questions,1,100000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,10000,0,"50% 401k match (i know, its unbelievable!)",,full healthcare plan,n/a,"excellent company, great values, great leadership. wonderful teammates. excellent manager. ",36 - 40,
2/15/2024 16:56:39,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Public,200-1000,Sr Data Scientist,PhD or Equivalent,None,,5,163000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,7,,,it be good,,,,,,
2/15/2024 19:29:54,,,United Kingdom and Ireland,Big Pharmaceuticals,Prefer not to say,Public,5000+,PV Manager,"Bachelors or Equivalent, Masters or Equivalent",None,,8,90000,N/A (no overtime/salaried),15%,"35,000",5%,8000,50000 (RSU / Options),8% pension match,,"Health, vision and dental insurance. ",,,41 - 45,
2/16/2024 3:49:01,,,"Carolinas & Southeast (From NC to AR, South FL and LA)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Engineer 3,Masters or Equivalent,None,,6,100000,1.5x,7%,Not Applicable/None,4%,,,6% match + 3% annual bonus for retirement ,,,10000,,41 - 45,
2/16/2024 8:38:01,,,"New England (MA, CT, RI, NH, VT, ME)",Regulatory Affairs,Prefer not to say,Public,200-1000,Medical writer ,Bachelors or Equivalent,None,,4,123400,N/A (no overtime/salaried),12000,4000,4%,,,401k match to 5%,,,,,41 - 45,
2/16/2024 16:07:03,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Johnson&Johnson,Public,5000+,Senior Associate Scientist,Bachelors or Equivalent,None,,6,126500,N/A (no overtime/salaried),11500,5000,6,10000,,"4.5% 401k, 15% pension",,"$500 HSA, $500 exercise reimbursement",,,41 - 45,
2/16/2024 21:17:45,,,"Pharma Central (NY, NJ, PA)",Industrial Biotech,Prefer not to say,Start-up,1-50,Computational Biologist,PhD or Equivalent,None,Data analysis.,0,120000,N/A (no overtime/salaried),9600,6000,Have not been long enough to have an annual yearly raise,,,3% 401k match,,,,A lot of work to do and senior leadership vision is not always clear. Use old fashioned methods.,36 - 40,
2/17/2024 7:39:03,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Start-up,200-1000,Scientist,PhD or Equivalent,None,,1,142312,N/A (no overtime/salaried),20625,Not Applicable/None,3.5,0,,401k match,,,,,36 - 40,
2/17/2024 12:59:23,,,United Kingdom and Ireland,Industrial Biotech,Prefer not to say,Start-up,1-50,Sr. Machine learning scientist,PhD or Equivalent,None,,4,72000,N/A (no overtime/salaried),Not Applicable/None,10k stock option,Have not been long enough to have an annual yearly raise,,,10% company pension,,,,Typical start-up stress.,36 - 40,Great survey. Perhaps allow currency in the salary box too?
2/17/2024 13:32:19,,,Switzerland,Big Pharmaceuticals,Prefer not to say,Public,5000+,Director,Masters or Equivalent,None,,8,208000,N/A (no overtime/salaried),20%,40000,2%,0,0,swiss pension,,,,,,should specify if these salaries are in USD to capture international estimates
2/17/2024 15:09:29,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,1-50,Sr. Scientist ,PhD or Equivalent,None,,2,155000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,3,,,N/A,,,,,46 - 50,
2/17/2024 17:16:44,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Eli Lilly,Public,5000+,Advisor (Scientist 1),PhD or Equivalent,None,,1,148000,N/A (no overtime/salaried),24000,20000,3.50%,15000,,"41k match 6%, pension (5 year minimum to qualify)",,,,Solid,46 - 50,"Should make some of these input options selection based inputs, for example bonus"
2/18/2024 10:01:12,,,"New England (MA, CT, RI, NH, VT, ME)",Biotech Equipment,Cytiva,Public,5000+,Product Sales Specialist,Masters or Equivalent,None,,4,100000,N/A (no overtime/salaried),50000,Not Applicable/None,4,,,4%,,,,,36 - 40,
2/18/2024 21:31:53,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Public,5000+,Regional Sales Director,PharmD or Equivalent,None,Regional sales director in oncology managing 9 sales reps,9,250000,N/A (no overtime/salaried),70000,55000,7,30000,100000,15% 401k match 1:1,,,,,41 - 45,
2/19/2024 1:36:12,,,"South & Mountain West (TX to AZ, North to MT)",Industrial Biotech,Prefer not to say,Subsidiary,1000-5000,Bioinformatics scientist,PhD or Equivalent,None,,1,140000,N/A (no overtime/salaried),12000,25000,Have not been long enough to have an annual yearly raise,0,0,0,,HSA 1500$,0,,36 - 40,
2/19/2024 10:39:02,,,Germany,Big Pharmaceuticals,Prefer not to say,Public,5000+,Senior Director,Masters or Equivalent,None,Senior Director for Supply Chain Planning,9,120000,N/A (no overtime/salaried),23000,17000,Have not been long enough to have an annual yearly raise,,,na,,,,"If the salary would be more competitive, I would be very happy",41 - 45,
2/20/2024 9:31:54,,,Germany,Biotech Equipment,Lgc biosearch technologies,Private,200-1000,Scientist,Masters or Equivalent,None,,8,49000,N/A (no overtime/salaried),4000,Not Applicable/None,3,,,German Public Pension,,,,,36 - 40,
2/20/2024 20:34:51,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Scientist (R3),"Bachelors or Equivalent, Masters or Equivalent",None,Develop assays,2,105000,N/A (no overtime/salaried),10%,Not Applicable/None,Have not been long enough to have an annual yearly raise,5000,,"I put in 6%, company matches 4.5% and has one time 5% annual distribution",,,,,36 - 40,
2/20/2024 20:59:02,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Thermo Fisher Scientific,Public,5000+,Quality Engineet II,Bachelors or Equivalent,None,,6,92000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,401k ,,,,,30 - 35,
2/20/2024 23:46:30,,,West Coast (California & Pacific Northwest),Medical/Health Devices,Bio-Rad,Public,5000+,Scientist ,PhD or Equivalent,None,,3,111000,N/A (no overtime/salaried),4%,Not Applicable/None,2.4,0,NA,Not sure. 3 years vesting period,,,,"I work with great people and I like my coworkers. However, company in general is horrible, it doesn’t care about its workers or retaining employees. As a scientists we don’t have rsu, poor bonus — only 4% and poor merit increase. Old office and terrible coffee. Additionally, they make us to take PTO, 80 hours every HALF a year as a MUST. ",36 - 40,I like the questions 
2/21/2024 11:15:46,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Moderna,Public,1000-5000,Research Associate,Bachelors or Equivalent,N/A,Research Associate,3,80000,N/A (no overtime/salaried),6400,3750,Have not been long enough to have an annual yearly raise,,,401k match,,,,,46 - 50,
2/22/2024 6:47:29,,,"New England (MA, CT, RI, NH, VT, ME)",Mid size biotech ,Prefer not to say,Public,1000-5000,Sr Director clinical operations ,Masters or Equivalent,None,,15,275000,N/A (no overtime/salaried),25%,100000,5%,10000,"$100,000",3%,,Yes,,,41 - 45,
2/22/2024 13:08:28,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Start-up,1-50,Scientist I,PhD or Equivalent,None,,1,115000,N/A (no overtime/salaried),11%,35000 over 4 years. Currently worth $0.01,Company/Institution does not have annual yearly raise,10000,"35,000 worth of stock  options over 4 years",No befenit. You are on your own,,,,,Less than 30,
2/22/2024 14:27:56,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Principal scientist,PhD or Equivalent,None,Bioinformatics,5,155000,N/A (no overtime/salaried),20000,10000,2,30000,,3500,,,,,,
2/22/2024 15:59:52,,,"DC Metro Area (DC, VA, MD, DE)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Director,"Bachelors or Equivalent, Masters or Equivalent",None,,15,232000,N/A (no overtime/salaried),75000,75000,4%,,,"Match up to 15,000",,,,,Less than 30,
